id,Priority,SR start date/time,Service Category,Service Comments
4436,02-Urgent,2022-05-18 18:19:00,Appliance,5/19 Resident submitted through the portal. Resident states the refrigerator is leaking at the underneath but it doe not look like coming from the inside of the fridge.
55,03-Routine,2022-04-07 10:47:00,Safety equipment,There is a vibration coming from the Sprinkler Supply room downstairs that is shaking the whole house and keeping us from being able to sleep.
3256,03-Routine,2022-06-21 18:03:00,Appliance,Garbage disposal does not seem to have power running through it. The breaker is fine. Changed the power to a different outlet under the sink and does not work. Resident already repaired disposal
3652,02-Urgent,2022-06-14 21:42:00,Appliance,Water supply hose under sink either has bad gasket or fitting. Fitting is tight but when calve opens it drops about one drip every ten seconds. If dishwasher runs it will put plenty of water under sink
1162,02-Urgent,2022-08-04 07:55:00,Appliance,"Freezer door is not sealing properly. Food is not cold enough, for example, ice cream turns soft and melts."
6111,01-Emergency,2022-09-29 13:17:00,Environmental Concerns,Secondary bathroom flooring and under sink
1253,03-Routine,2022-08-07 11:31:00,Doors and locks,The front door of our home has a small gap large enough for insects to come inside. The gap is located at the bottom right hand corner if you are standing inside the home looking out. It is noticeable when the door is closed as you can see the light coming through.
4585,01-Emergency,2022-05-30 17:30:00,Heating and cooling,Since the instlliation of the new air conditioning there is very little air flow out of the vents upstairs there fore the upstairs in very hot. Also the nest theromostat keep freezing and will not connect to wifi. I have called google and done several resets and it still doesnt work.
6284,03-Routine,2022-09-11 08:22:00,Pest Control,Request entire main floor be treated for ants but especially the area by the back door.
5285,03-Routine,2022-05-04 10:42:00,Flooring,There are spots of rotting and cracking
3940,02-Urgent,2022-03-23 18:38:00,Plumbing and bath,Dripping brown water into the cabinet under the sink. Looks like it is from the P trap
125,02-Urgent,2022-04-05 20:28:00,Plumbing and bath,We just had a dishwasher installed and the technician had to replace a hose to the garbage disposal and now it is leaking whenever we use the sink.
2403,01-Emergency,2022-07-18 15:19:00,Heating and cooling,The air duck in my laundry room is leaking.
6299,02-Urgent,2022-09-07 20:32:00,Plumbing and bath,I`ve noticed my sink is leaking after running the dishwasher. It puddles underneath the sink.
1808,01-Emergency,2022-02-24 19:00:00,Doors and locks,Door is very broken and starting to not close properly
1417,02-Urgent,2022-08-23 20:51:00,Appliance,Dishwasher is flooding the kitchen. We had to turn it off while it was full of water to prevent it from continuing to flood the kitchen
634,03-Routine,2022-08-22 09:52:00,Flooring,8/22 Resident states tiles in kitchen corner got scraped that needs to be replaced.
3569,02-Urgent,2022-06-05 18:17:00,Appliance,The left front burner on the range does not ignite despite gas coming out. We can hear and smell the gas coming out and the igniter is firing.
2617,02-Urgent,2022-07-31 17:43:00,Doors and locks,"Recently, our lock on the front door no longer works. We can unlock the door from the inside but not the outside. We are not having the same problem with our back door."
4119,03-Routine,2022-03-18 14:27:00,Windows,A couple of the blinds are broken
1536,02-Urgent,2022-02-19 08:42:00,Heating and cooling,"The water heater keeps going into vacation mode, this does not allow the appliance to make hot water. The problem is the temperature probe inside that has become covered in soot and it doesn`t read the flame temperature correctly. Please actually fix the issue instead of just resetting the controller to trick it."
4878,02-Urgent,2022-05-05 19:05:00,Plumbing and bath,"Kitchen faucet leaking over counter. Please enter through the front door of house- the last couple of visits, someone has walked through our garage to the back door. They need to knock at the front."
3714,01-Emergency,2022-06-08 00:01:00,Doors and locks,Need to replace battery of the front door
2105,02-Urgent,2022-01-22 09:15:00,Plumbing and bath,Dishwasher leaking again
95,03-Routine,2022-04-29 22:57:00,Pest Control,Please get someone here IMMEDIATELY!!! We saw roaches was a problem before and we found a roach in our sons bedroom! This is unacceptable.
4092,03-Routine,2022-03-15 21:19:00,Doors and locks,Bathroom door handle upstairs is loose when turned.
6,02-Urgent,2022-04-25 21:49:00,Appliance,Leaking water from freezer when using ice maker. Also not sure if water is leaking to underneath the fridge.
3272,01-Emergency,2022-06-22 21:42:00,Plumbing and bath,Leak in basement AGAIN. Significant water coming in
2803,02-Urgent,2022-07-21 12:14:00,Heating and cooling,Making weird noise and not cooling. We have a video of what the AC unit sounds like now.
1966,01-Emergency,2022-01-12 18:16:00,Safety equipment,"We have called several times for our fire alarms going off in the middle of the night. Every time we call either the alarm is replaced or batteries are replaced. When the batteries die, it should not be alerting us of a fire in our home. It should only chirp! We would like the the wiring looked at by a professional. We are to the point my children are sleeping through this alarm and now it`s a safety concern."
3257,01-Emergency,2022-06-10 14:01:00,Electrical and lighting,No power to shed or outside outlets on house
2797,01-Emergency,2022-07-19 08:54:00,General,There is mold growing on the trim.
2136,02-Urgent,2022-01-24 09:06:00,Heating and cooling,The laundry room is on average 20 degres colder than the rest of the home. We have to close the door to keep the rest of our home heated.
5236,03-Routine,2022-05-05 09:40:00,Doors and locks,5/5 Resident submitted through web. Resident states screen sliding door keeps getting jammed. Pack patio.
1194,03-Routine,2022-08-07 22:31:00,Doors and locks,bent wont stay on door frame
2210,01-Emergency,2022-01-02 00:36:00,Doors and locks,The lock battery was never changed.
2200,03-Routine,2022-01-09 11:13:00,Flooring,2d time submitting this issue for the broken flooring. Corner modeling was poorly installed and cut my son's foot.
4723,01-Emergency,2022-05-28 12:54:00,Moisture Issues,"In the primary bathroom You can see mold coming out of the seam between the floor and shower, the floor is soft and you can tell there is mold and/or rot under it."
2087,03-Routine,2022-01-22 09:16:00,Doors and locks,The patio door outside is rotting away
2516,03-Routine,2022-07-15 15:19:00,Electrical and lighting,outlet keeps popping in the garage and in general all outside outlets pop. Turns off our deep freezer a lot
4922,01-Emergency,2022-05-14 09:07:00,Heating and cooling,5/16 Resident submitted through the portal. AC is not cooling the house.
4305,01-Emergency,2022-03-08 13:51:00,Doors and locks,Lock is blinking red when we try to unlock the door and will not unlock.
2537,03-Routine,2022-07-20 09:57:00,Flooring,"In the back door in the dining room, water is getting into the house whenever it rains. The paint also bubbled up on the bottom of the door like it was full of water."
3200,03-Routine,2022-06-11 18:29:00,Electrical and lighting,Ceiling fan light is bedroom is not working.
6018,01-Emergency,2022-09-02 08:44:00,Environmental Concerns,Mold in multiple locations through the house
2739,03-Routine,2022-07-26 12:45:00,Appliance,Turn Work Order: Fridge bottom right plastic drawer cracked and middle door shelf missing due to broken retaining ledge
2350,02-Urgent,2022-01-18 18:09:00,Appliance,****Nothing is wrong with the cabinets. There was no option for hardware that I found. Our oven is not heating. It reads pre and never gets to desired temperature.
831,01-Emergency,2022-08-19 09:51:00,Environmental Concerns,Attic insulation remains wet after roof leaked for almost 3 months. Please remove wet insulation from home ASAP before mold/mildew remediation is tequired
6585,02-Urgent,2022-09-26 19:10:00,Appliance,dishwasher was leaked almost a gallon of water on the floor. Appeared to start from the front but began to leak on 3 sides.
157,02-Urgent,2022-04-24 08:48:00,Heating and cooling,The A/C unit stopped working properly after the technician came out to look at it again. The average temparature on the first floor is 73 degrees while the second floor is between 75 and 78 degrees. I have lived on Fort Belvoir for several years and have never had issues with the HVAC until I moved into 5300B Smokehouse Ct. I am not sure what`s causing the issue however the system is failing to stay cool when it should. Even with the blinds closed and fans on the house is still hot.
4841,03-Routine,2022-05-25 08:41:00,Appliance,One of the Plastic brackets that hold up the top shelf on the refrigerator door broke. The shelf no longer fits in the door.
2297,01-Emergency,2022-01-06 11:03:00,General,Possibly identified asbestos on the living room ceiling. Need assistance with it.
6419,03-Routine,2022-09-06 11:02:00,General,Wall separating from opposite side garage
5996,03-Routine,2022-09-15 08:14:00,Windows,Brackets holding up the blinds on one window are broken or not installed properly. The blind will not stay attached.
4087,03-Routine,2022-03-22 16:12:00,Doors and locks,Doors Do not close shut
5033,02-Urgent,2022-05-16 18:20:00,Grounds and landscaping,5/17 Resident submitted through the portal. Resident states tree branch fall on their porch. Still hanging from the roof above the porch.
2769,01-Emergency,2022-07-17 22:40:00,Heating and cooling,I called this morning at 6 and then 11. I really don`t mean to be a bother by my house won`t cool past 74. I did what the guy told me and shut my unit off for 3 hours. The pipes are frozen inside the house and outside.
3221,03-Routine,2022-06-27 14:34:00,Heating and cooling,"Condensation line is clogged or cracked, water dripping from the vent in the ceiling of the bathroom located on the first floor."
4136,02-Urgent,2022-03-13 20:46:00,Plumbing and bath,Kitchen sink leaks underneath drips from garbage disposal. Have a pan catching water
1998,03-Routine,2022-01-27 21:10:00,Doors and locks,No peephole on door. Peephole needed
2154,02-Urgent,2022-01-21 13:11:00,Plumbing and bath,"The water heater keeps going out. We have to Constantly press the power button for it to come back on and heat up the water (shower,sink,dishwasher)"
3708,02-Urgent,2022-06-07 16:34:00,Plumbing and bath,Faucet pipes still leak after repair team visit today. Pipes under sink need replaced.
5195,01-Emergency,2022-05-15 08:50:00,Appliance,5/16 Resident submitted through the portal. Resident states water is leaking from the DW. Actively leaking.
2324,03-Routine,2022-01-05 10:13:00,Storm Damage,"Couldn`t find correct category. Tree outside needs trimming, touching house, almost fell over in snow."
501,03-Routine,2022-04-25 20:20:00,Pest Control,Request you spray the perimeter of the house for spiders. We've got too many making their way into the house.
4958,01-Emergency,2022-05-11 09:53:00,Environmental Concerns,Mold in caulking in shower and needs to be replaced I have cleaned it and it just keeps getting worse
1905,02-Urgent,2022-01-30 11:18:00,Heating and cooling,heater not blowing hot air. keeps on running.
6015,01-Emergency,2022-09-06 20:06:00,Heating and cooling,Ducts in air handler room sweat and pool water. Evidence of mildew on drywall.
726,02-Urgent,2022-08-24 19:49:00,Doors and locks,Both the front and back doors are not sealed properly; water/debris leaks into house.
3483,03-Routine,2022-06-04 09:08:00,Common Areas,"Bottom of front and rear doors do not touch threshold. Wind, critters, grass, etc come through large gap."
5010,01-Emergency,2022-05-13 17:25:00,Appliance,5/16 Resident submitted through the portal. Resident states DW was recently replaced. It`s leaking but resident unsure if it`s constant or only when in use.
3127,02-Urgent,2022-06-28 11:32:00,Plumbing and bath,The hvac is leaking again and into the floor boards
2368,01-Emergency,2022-07-24 22:17:00,Heating and cooling,AC will not cool below 75 degrees. Noticed the line going from the AC to the house is iced over. I have put in several requests for the AC unit leaking refrigerant in the last 12-18 months. Please repair or replace the AC unit.
6245,02-Urgent,2022-09-04 21:04:00,Electrical and lighting,Dining room AFCI trips 2-4 times a day with minimal electronics on circuit. Has tripped every day for approximately 2 months.
473,02-Urgent,2022-04-13 06:37:00,Plumbing and bath,Hot water heater cycles on and off repetitively and there is either no hot water or it`s just warm
3229,02-Urgent,2022-06-17 12:27:00,Doors and locks,Light is flashing red won`t lock or unlock
6463,02-Urgent,2022-09-24 20:08:00,Electrical and lighting,Breaker keeps tripping when trying to run the washing machine. We have also had the breaker trip for the entire living room when trying to run the washing machine. Finally today the refrigerator breaker started tripping even though it has a dedicated breaker.
2523,01-Emergency,2022-07-24 19:04:00,Safety equipment,First alert Smoke and CO sensor in living room repetitively gives off 5 chirps. I attempted replacing batteries - continues to do so. I looked up what 5 chirps means and First Alert website says this is an End-of-Life warning and that the unit needs replaced. Unit dated with Sharpie: 28 JUL 2014.
5550,02-Urgent,2022-10-19 13:29:00,Heating and cooling,The air filter got change and now my heater is not working
151,02-Urgent,2022-04-13 07:02:00,Heating and cooling,"Put in a request over a week ago, maintenance came up and ""fixed"" it - however, upstairs a/c unit is STILL not cooling. Problem not resolved."
3831,03-Routine,2022-03-13 21:34:00,Electrical and lighting,"Upstairs bedrooms, bathrooms, and living room lost power twice. Breakers did not trip. Rest of house did not lose power."
5506,01-Emergency,2022-10-31 09:48:00,Environmental Concerns,Wall around upstairs bathroom is swollen and soft to the touch. Suspect mold behind paint.
6012,02-Urgent,2022-09-22 20:28:00,Plumbing and bath,Water heater (there was no drop down for hot water heater) is making sputtering noises randomly.
4739,03-Routine,2022-05-23 10:43:00,Electrical and lighting,One of the GFI buttons are broken and needs to be replaced
2711,02-Urgent,2022-07-28 13:45:00,Grounds and landscaping,Toilet smells on and off like a sewer. I notice when used that sometimes it doesn`t flush all the way and requires holding the flush button. It makes strange sounds when flushing and is prone to clogging. Smell can be very bad.
2552,02-Urgent,2022-07-07 14:03:00,Heating and cooling,Self help does not have filters for 16x28x1 Please provide new filters so we can keep the system up and running properly. Thank you!
3686,03-Routine,2022-06-20 12:13:00,Building exterior,Gutters need to be cleaned out. It is causing overflow.
2820,02-Urgent,2022-07-24 11:59:00,Appliance,Disposal is leaking under sink and smells
5157,03-Routine,2022-05-09 08:19:00,Plumbing and bath,Toilet not flushing well and water doesn`t refill right. Master toilet.
4716,01-Emergency,2022-05-20 08:07:00,Heating and cooling,Having major issues with the air. No air is coming out of any of the vents. Thermostat might be frozen
6347,02-Urgent,2022-09-06 09:23:00,Doors and locks,"Hi, I think the door lock is almost out of battery. Could you please urgently send someone to replace the battery before it doesn`t work? Thanks. -Pic"
6342,01-Emergency,2022-09-12 04:36:00,Environmental Concerns,weve been getting sick alot and we looked in the vents and it looks like there is mold
3866,02-Urgent,2022-03-02 12:41:00,Heating and cooling,"Good afternoon, The heater doesn`t heat the house probably. The first floor fan (when entering the house) no longer spins."
5306,03-Routine,2022-05-18 13:15:00,Grounds and landscaping,"5/18 Resident submitted through the portal. Resident states Front yard of house, bushes are attraction bees."
915,03-Routine,2022-08-29 13:46:00,Flooring,The plastic separating the wood and tile is coming apart. Needs replies or fixed. Repaired floor
4969,03-Routine,2022-05-07 18:38:00,Building exterior,Please clean gutters & downspouts. Water is standing in the gutters and not draining at downspouts.
5214,01-Emergency,2022-05-17 18:51:00,Heating and cooling,5/18 Resident submitted through the portal. Resident states the entire home thermostat is not working and saying offline and can`t connect to anything.
2027,02-Urgent,2022-01-18 23:49:00,Plumbing and bath,"Both toilets upstairs are clogged. Please also check downstairs. Please come ASAP on Wednesday, Jan 19th. Thank you"
821,01-Emergency,2022-08-12 17:57:00,Environmental Concerns,Several areas in the house have paint peeling/chipping that needs fixed please
6459,02-Urgent,2022-09-23 17:50:00,General,Mold is growing behind kitchen sink faucet.
288,01-Emergency,2022-04-14 11:05:00,Heating and cooling,Last night woke up at 1am to find that the house was over 80 degrees and the air conditioner was not turning on. The air conditioner is set at 70 now and states that the house is 78 degrees and A/C sill not turning on
5404,01-Emergency,2022-10-17 16:32:00,Environmental Concerns,Mold growing under the shower cocking around the shower between the floor and tiles. Also around the cocking in the shower
2992,03-Routine,2022-07-07 08:36:00,Appliance,"Over does not always heat to full temp, sometimes 150-200 degrees below listed temp."
5241,01-Emergency,2022-05-03 19:14:00,Moisture Issues,5/4 Resident submitted through web. Resident states the kitchen ceiling is leaking. Water is dripping.
5086,01-Emergency,2022-05-15 17:06:00,Heating and cooling,Last month the outside unit was making noise as it seems like it was about to fail. I have a recording to show the sound that it was making. Right now the sound is minimum for the upstairs AC is not cooling at all. At this moment it is showing 80 degrees.
3809,03-Routine,2022-03-05 10:06:00,Flooring,"We submitted through housing to have parts of our deck replaced due to rotting planks. It`s been 7 months since we occupied the house and submitted this request and there has been no actual action to replace the deck planks. A contractor came out several months ago to take measurements and nothing else has happened since. The board is now is worse condition and nails are starting to become exposed, creating concerns for injury. Please stop dragging your feet on this and replace the decking."
6348,02-Urgent,2022-09-08 09:50:00,Moisture Issues,Resident stated that there is water coming from window in kitchen by dining room
2782,02-Urgent,2022-07-22 16:00:00,Environmental Concerns,High levels of moisture in dry wall surrounding bathtub/ shower in both upstairs bathrooms
3339,03-Routine,2022-06-21 10:47:00,Grounds and landscaping,"The backyard fence is in terrible shape. Many of the planks are bowed, warped, and dry rotted. Please replace the all the dry, warped, and bowed planks."
4168,03-Routine,2022-03-31 14:16:00,General,Shelf fell needs to be drilled back up
3325,02-Urgent,2022-06-16 18:13:00,Environmental Concerns,We have spotted black mold growth in the upstairs master bathroom.
3385,03-Routine,2022-06-03 21:51:00,Flooring,Top floor of basement stair needs repair
3239,03-Routine,2022-06-02 18:09:00,Appliance,Disposal will not turn on and clogged
1213,01-Emergency,2022-08-29 20:04:00,Safety equipment,First alert keeps chirping
5817,02-Urgent,2022-10-07 08:45:00,Heating and cooling,A/C has been having issues the last couple of days cooling the house after all the rain. It consistently runs and does not cool down to the set temp. It will in fact read the ambient temp going up. My wife has MS and diabetes and can`t be in excessively high temps.
5155,01-Emergency,2022-05-17 14:35:00,Grounds and landscaping,5/17 Resident submitted through the portal. Resident states A hailstorm and a tree fell down out of the backyard and fell into the next tree and may fall as well into the house.
894,03-Routine,2022-08-19 13:53:00,Doors and locks,Need replacement sliding screen Door please. Resident installed screen
2578,02-Urgent,2022-07-12 18:15:00,Heating and cooling,The subunit has not been draining. I have had to use my shop vac twice over the past 2-3 weeks for the AC to cool properly.
4945,01-Emergency,2022-05-15 18:58:00,Heating and cooling,"This is a follow up to previous work request. Interior temp has been above 76 degrees since about the 1st of May. Currently 79 degrees. Have not yet been even contacted about this as of 15 May. With the weather warming up, this is becoming urgent."
1572,01-Emergency,2022-02-07 14:56:00,Doors and locks,Front door lock battery needs replaced.
2554,03-Routine,2022-07-08 21:24:00,Pest Control,Wasps inside the house
150,01-Emergency,2022-04-15 07:52:00,Heating and cooling,"Attempted to turn on A/C yesterday. Nest thermostat has been showing this message ever since: ""Your thermostat cannot control this equipment properly without wiring changes."" We can hear A/C attempting to start up every so often and then will immediately shut back off. Yesterday our indoor temperature got up to 77 degrees with the thermostat set to 67."
273,01-Emergency,2022-04-19 06:53:00,Safety equipment,3rd floor hallway has beeped in the night. We reset so it stooped but please fix
589,02-Urgent,2022-04-18 09:19:00,Heating and cooling,We had an issue with this last year but it cleared up on it`s own. We cleaned up about a gallon of water over the weekend and it`s still leaking. Would like to have it checkout and fixed.
5619,02-Urgent,2022-10-16 18:09:00,Appliance,"Oven pilot out, wont light and appears to be clogged"
5952,03-Routine,2022-09-18 22:43:00,General,Closet rack completely collapsed on master bedroom.
1039,03-Routine,2022-08-01 12:31:00,Heating and cooling,Ac on but no cold air coming out
4936,01-Emergency,2022-05-19 13:39:00,Moisture Issues,Pooling water in utility room
5252,02-Urgent,2022-05-24 14:48:00,Doors and locks,Entry Door isn`t opening
5820,02-Urgent,2022-10-10 16:21:00,Heating and cooling,When fan is on it makes a horrible loud noise like the fan needs lubricant or is hitting something
2393,03-Routine,2022-07-04 11:51:00,Doors and locks,Front door weather stripping is no longer fixed to the bottom. 2 inch gap.
1527,03-Routine,2022-02-20 15:02:00,Safety equipment,"Fire turns on, but blower does not work and it just heats up the mantle"
602,03-Routine,2022-04-06 13:45:00,Pest Control,"Ants, bugs, centipedes all coming in to the main floor"
3699,01-Emergency,2022-06-06 21:17:00,Heating and cooling,A/C lines are freezing over and the A/C is not cooling the house down we have been told in the past that we might be leaving doors open but we haven`t been doing that anymore and we are still having this issue we also was given a new hvac system and it`s still happening
3477,03-Routine,2022-06-01 16:06:00,Appliance,Ice maker does not work. Suspect no water line or water has not been turned on as the water dispenser does not work either.
2148,03-Routine,2022-01-06 21:55:00,Storm Damage,Fallen large branches Low hanging branches Safety issue
4897,01-Emergency,2022-05-04 19:12:00,Plumbing and bath,5/5 Resident submitted through web. Resident states no water still off. No water.
1532,01-Emergency,2022-02-05 00:42:00,Safety equipment,We replaced the batteries in the smoke detector and it is still continuing to chirp every day. The smoke detector needs to be replaced before the chirping can no longer be silenced.
1136,03-Routine,2022-08-29 19:24:00,Heating and cooling,A/c vent near bottom stairwell does not open or close properly. Lever moves but blades do not.
1916,01-Emergency,2022-01-03 21:04:00,Safety equipment,Smoke alarm chirping.
3246,01-Emergency,2022-06-07 14:46:00,Heating and cooling,"The unit inside of the house keeps freezing solid. We turn off the system to thaw and once it is thawed, turn it back on. It will refreeze solid."
946,02-Urgent,2022-08-22 05:20:00,Plumbing and bath,Coin lodged in garbage disposal
5046,02-Urgent,2022-05-18 12:09:00,Environmental Concerns,Mold in tub
2455,01-Emergency,2022-07-25 09:30:00,Heating and cooling,resident stated that their AC is not cooling properly
239,03-Routine,2022-04-07 09:02:00,Electrical and lighting,Light bulb in secondary bedroom (to left of bathroom upstairs) is out
5026,02-Urgent,2022-05-24 14:34:00,Appliance,Doesn`t feel cold
799,01-Emergency,2022-08-15 18:21:00,Safety equipment,Smoke detector in upstairs hallway won`t stop chirping (triple chirp) it`s not the battery.
3290,02-Urgent,2022-06-14 06:45:00,Heating and cooling,Ac unit has had issues in the past. It`s not cooling at all. House is almost 80 degrees. Need a tech to repair asap. Outside condenser fan turning but unit isn`t on.
6250,02-Urgent,2022-09-01 16:20:00,Appliance,Currently cleaning up stinky water off my floor because the dishwasher leaked and it came out of the under the sink cabinet.
4454,01-Emergency,2022-05-17 08:02:00,Plumbing and bath,5/17 Resident submitted through the portal. Resident states no hot water since yesterday.
2039,03-Routine,2022-01-28 19:16:00,Plumbing and bath,The hot water heater doesn`t stay hot to long.
4605,03-Routine,2022-05-18 20:03:00,Plumbing and bath,Master bathroom sink
4806,02-Urgent,2022-05-18 17:30:00,Plumbing and bath,5/19 Resident submitted through the portal. Resident states sink is leaking underneath and flowing directly to the hallway.
6236,02-Urgent,2022-09-22 16:31:00,Heating and cooling,"The thermostat shows there is an issue with sensors, and the a/c is absurdly loud."
129,02-Urgent,2022-04-13 08:58:00,Heating and cooling,A/C not cooling the house in the house actually got 5 degrees warmer with the A/C on. Also need replacement air filters I removed the last set because it was dirty and need replacement
565,03-Routine,2022-04-06 13:48:00,General,Master closet rod is not supported by a stud and is falling out from the wall
2390,02-Urgent,2022-07-21 07:17:00,Plumbing and bath,"Toilet in master bedroom has not been flushing well since move-in. Used plunger many times, but no luck. Toilet is completely clogged now. Resident also stated that now there is sewer water coming out of the toilets along with the maintenance closet"
588,01-Emergency,2022-04-17 04:54:00,Safety equipment,The smoke detectors are randomly going off for a couple seconds in the middle of the night. We are assuming that is there way of telling us the batteries need replaced.
5089,02-Urgent,2022-05-03 07:52:00,Appliance,5/3 Resident submitted through web. Resident states the DW is leaking water is leaking water when it`s running.
4915,02-Urgent,2022-05-26 20:36:00,Plumbing and bath,Pipe leaking under kitchen sink.
4550,01-Emergency,2022-05-09 08:35:00,Doors and locks,5/9 Resident submitted through web. Front door is not working. It flashes red and green. They jump at the back o get into the back door and able to get in but very hard to do it every time.
2943,02-Urgent,2022-07-05 18:45:00,Appliance,"Maintenance came out today and said ""dishwasher is not leaking"". Told us to use different dish soap. We ran the dishwasher tonight with no soap in it and it is still leaking water on the floor. I have pictures to prove it."
1208,02-Urgent,2022-08-19 07:26:00,Doors and locks,Requesting digital lock due to no key being provided and available for lock.
4536,01-Emergency,2022-05-05 10:01:00,Building exterior,"5/5 Resident submitted through web. Resident states the steps leading to their front door, one of the wood strips are rotted and busted through. Does not want anyone to get hurt, outside their unit. They have movers coming through the stairs."
5158,02-Urgent,2022-05-21 13:11:00,Appliance,5/23 Resident submitted through the portal. Resident states fridge is not working and make their food turns to bed. It will not chill or it`s not cooling anymore.
301,01-Emergency,2022-04-01 15:15:00,Doors and locks,Lock broke and came out of door. 4/4 Residnet called and enter any time without resident home.
2202,03-Routine,2022-01-21 19:13:00,Flooring,A small crack between the living room and front hall has grown since we moved in last year and air is coming through it.
1658,03-Routine,2022-02-28 14:40:00,Electrical and lighting,Light bulb in oven is out please replace.
372,03-Routine,2022-04-15 15:30:00,General,Deck is beginning to rot and needs stained.
734,03-Routine,2022-08-30 13:25:00,Appliance,Ice maker is broken
6147,01-Emergency,2022-09-13 08:54:00,Moisture Issues,Things are molding in basement. Can we get a dehumidifier?
2454,01-Emergency,2022-07-25 08:10:00,Appliance,The refrigerator is not cooling.
5815,02-Urgent,2022-10-21 00:21:00,Plumbing and bath,kitchen drainage is leaking after they work on it
2402,01-Emergency,2022-07-09 08:45:00,Heating and cooling,7/11 resident submitted though the web.
2458,01-Emergency,2022-07-31 13:58:00,General,We found mold and water in the area above the stove this is the 3rd or 4th time for the same problem. Also looks like mold in the ceiling in family room and kitchen. Water spots appeared after heavy rain.
11,01-Emergency,2022-04-08 12:24:00,Safety equipment,Smoke detector beeps even with new batteries.
3744,02-Urgent,2022-06-21 05:33:00,Appliance,Refrigerator not cold enough and freezer not freezing after adjusting temperature
5230,02-Urgent,2022-05-03 17:38:00,Plumbing and bath,Leak from under the sink is back again.
4428,01-Emergency,2022-05-19 13:00:00,Heating and cooling,5/19 Resident submitted through the portal. Resident states the AC in the second floor of the unit is not blowing cold air. Resident tried to close other vent to push air up the second floor but still not working.
6267,02-Urgent,2022-09-06 03:46:00,Heating and cooling,The AC is not cooling to the temp it is set at
6064,02-Urgent,2022-09-29 03:30:00,Appliance,10/6 Resident states fridge is still leaking.
4738,02-Urgent,2022-05-25 07:53:00,Heating and cooling,AC unit is freezing over after last recharge. No ETA on replacement unit.
270,03-Routine,2022-04-18 17:14:00,Common Areas,Could not find entry for block water drain. The water drain on the inter loop street of Jadwin loop near 5449 is blocked by wooden debris and creates a water pool after a rainy day. No access required of my unit.
1720,02-Urgent,2022-02-03 17:38:00,Heating and cooling,"The issue has been continuous since the Nest Thermostat was installed. When the heat comes on it turns on for a minute or two then turns itself off and an error message is sent to the Nest App. The error message says, E160: No Power to Y1 wire. The house still receives heat after random intervals throughout the day but that error message is sent continuously throughout the day, particularly in the morning."
449,01-Emergency,2022-04-22 18:36:00,Heating and cooling,"NEST thermostat is not working. Air conditioning won`t turn on, heat won`t turn on. the system at times with start without any temperature change and then shut off after a few seconds."
425,01-Emergency,2022-04-02 16:32:00,Plumbing and bath,"DW is still leaking after attempted repair was made on 2 APR 22. Water is behind dishwasher, under fridge, under sink cabinets, and leaking through pantry floor. Request immediate replacement of dishwasher with one that works. Saying it was a loose gasket, wiggling it, and then telling the leasee that sometimes you have to manually adjust it is not the proper way to fix things. There needs to be proper water remediation to prevent mold."
2001,02-Urgent,2022-01-05 18:32:00,Plumbing and bath,Slow link under kitchen sink. Water and moisture underneath.
3162,01-Emergency,2022-06-09 13:07:00,Safety equipment,resident stated that smoke detector are beeping
2389,02-Urgent,2022-07-25 18:35:00,Plumbing and bath,The previous work order was cancelled without solution. Master shower does not get hot. Requesting faucet adjustment so water can be adjusted hotter. Thank you!
4278,02-Urgent,2022-03-28 11:42:00,Heating and cooling,The heater does not get to desired temperature. It keeps turning on and off with a light flashing on the thermostat.
1662,03-Routine,2022-02-09 16:45:00,Doors and locks,Garage door will not always close and open while using either garage door opener OR the opener on the wall.
2486,01-Emergency,2022-07-27 10:03:00,Environmental Concerns,There is Black Mold on my ceiling in master bathroom
2225,01-Emergency,2022-01-25 09:38:00,Plumbing and bath,"My upstairs bathroom. Is flooding my bathroom and is leaking threw the ceiling into my kitchen stove. I can not use my toilet, sink or bathtub. When any water drains in my bathroom, it is coming threw the side of the toilet and then start to leak threw onto my stove."
1515,02-Urgent,2022-02-28 22:49:00,Appliance,I couldn`t find the right label but the fridge sprays water on the back and the ice maker doesn`t work.
4493,02-Urgent,2022-05-10 22:20:00,Plumbing and bath,Ceiling is wet & dripping downstairs
1225,01-Emergency,2022-08-31 21:10:00,Safety equipment,9/6 Called and the phone just kept ringing LT
106,03-Routine,2022-04-28 14:35:00,Common Areas,2 broken pieces
5045,03-Routine,2022-05-31 08:09:00,General,"Back patio, handrail is loos at the base. PTE"
5143,02-Urgent,2022-05-03 20:11:00,Heating and cooling,Warm air is coming out the vents with the ac turned on. The outside unit doesn`t appear to be working.
5906,02-Urgent,2022-10-30 10:20:00,Heating and cooling,We had our entire unit replaced in September due to mold displacement. New unit heat does not work. Unit will kick on but does not warm
2141,03-Routine,2022-01-24 15:28:00,Heating and cooling,Vent cover doesn`t stay on the ceiling
50,02-Urgent,2022-04-15 09:14:00,Heating and cooling,Humidity level is constantly above 55% all windows are closed. NEST is accurate it is humid in the house. Air conditioner unit is also very loud to the point where our neighbors have complained about the noise.
5212,01-Emergency,2022-05-21 17:57:00,Moisture Issues,5/23 Resident submitted through the portal. Resident states water leaking from his roof/ceiling on the first floor.
3262,02-Urgent,2022-06-01 14:57:00,Plumbing and bath,Pilot light out
3245,02-Urgent,2022-06-08 12:35:00,Plumbing and bath,"Faucet in Kitchen sink is broken, water doesnt run"
